Transaction_ID,Amount,Merchant_Category,Device_Type,State,Bank,Hour,Is_Night,Fraud_Score,Is_Fraud,Status,Indicators
TXN00000054,6143,Entertainment,Google Pixel 7,Telangana,Punjab National Bank,5,1,0.044,0,CLEARED,""
TXN00000360,8099,Healthcare,Oppo Reno 10,Telangana,Bank of Baroda,3,1,0.03,0,CLEARED,""
TXN00000586,1585,Utility Bills,Samsung Galaxy S23,Tamil Nadu,Punjab National Bank,1,1,0.208,0,CLEARED,""
TXN00000014,2089,Entertainment,OnePlus 11,Telangana,Punjab National Bank,1,1,0.128,0,CLEARED,""
TXN00000019,2030,Entertainment,Vivo V27,Uttar Pradesh,Punjab National Bank,14,0,0.018,0,CLEARED,""
TXN00000047,7559,Travel,iPhone 14,Kerala,SBI,20,0,0.245,0,CLEARED,""
TXN00000298,4507,Utility Bills,Oppo Reno 10,West Bengal,ICICI Bank,16,0,0.258,0,CLEARED,""
TXN00000024,5533,Utility Bills,Redmi Note 12,Kerala,HDFC Bank,1,1,0.328,0,CLEARED,""
TXN00000468,988,Retail,Vivo V27,Delhi,Union Bank,15,0,0.249,0,CLEARED,""
TXN00000363,570,Food & Dining,Vivo V27,Telangana,Axis Bank,0,1,0.337,0,CLEARED,""
TXN00000619,3037,Gas Station,Oppo Reno 10,Rajasthan,Union Bank,1,1,0.237,0,CLEARED,""
TXN00000387,5112,Food & Dining,Oppo Reno 10,Maharashtra,HDFC Bank,0,1,0.209,0,CLEARED,""
TXN00000321,4892,Utility Bills,iPhone 14,Rajasthan,Punjab National Bank,5,1,0.081,0,CLEARED,""
TXN00000496,7269,Gas Station,Redmi Note 12,Kerala,ICICI Bank,12,0,0.147,0,CLEARED,""
TXN00000384,786,Utility Bills,Redmi Note 12,Karnataka,Union Bank,17,0,0.28,0,CLEARED,""
TXN00000472,6066,Food & Dining,Google Pixel 7,Uttar Pradesh,HDFC Bank,9,0,0.04,0,CLEARED,""
TXN00000227,2980,Entertainment,iPhone 14,Maharashtra,Punjab National Bank,7,0,0.16,0,CLEARED,""
TXN00000388,322,Utility Bills,iPhone 14,Karnataka,ICICI Bank,10,0,0.103,0,CLEARED,""
TXN00000599,4186,Gas Station,Samsung Galaxy S23,Tamil Nadu,SBI,7,0,0.216,0,CLEARED,""
TXN00000630,285720,E-commerce,Oppo Reno 10,West Bengal,Axis Bank,17,0,0.713,1,FLAGGED,"high_amount;unusual_time;multiple_attempts"
TXN00000041,4236,E-commerce,Redmi Note 12,Delhi,Kotak Mahindra,0,1,0.033,0,CLEARED,""
TXN00000133,1961,Travel,Samsung Galaxy S23,Tamil Nadu,Bank of Baroda,2,1,0.223,0,CLEARED,""
TXN00000282,5586,Food & Dining,Redmi Note 12,Kerala,Axis Bank,6,0,0.038,0,CLEARED,""
TXN00000603,802,Gas Station,Oppo Reno 10,Rajasthan,Bank of Baroda,9,0,0.283,0,CLEARED,""
TXN00000190,449,E-commerce,Google Pixel 7,Kerala,ICICI Bank,19,0,0.292,0,CLEARED,""
TXN00000577,1534,E-commerce,Oppo Reno 10,Maharashtra,Punjab National Bank,11,0,0.17,0,CLEARED,""
TXN00000233,4174,Travel,Oppo Reno 10,Telangana,Axis Bank,13,0,0.268,0,CLEARED,""
TXN00000359,4054,Utility Bills,Samsung Galaxy S23,Uttar Pradesh,Union Bank,5,1,0.287,0,CLEARED,""
TXN00000229,6122,E-commerce,OnePlus 11,Gujarat,Axis Bank,5,1,0.254,0,CLEARED,""
TXN00000585,3271,Food & Dining,iPhone 14,Telangana,Bank of Baroda,12,0,0.301,0,CLEARED,""
TXN00000091,2505,Travel,Oppo Reno 10,Uttar Pradesh,Punjab National Bank,6,0,0.21,0,CLEARED,""
TXN00000418,1264,E-commerce,Redmi Note 12,Maharashtra,HDFC Bank,12,0,0.063,0,CLEARED,""
TXN00000157,6530,Utility Bills,Samsung Galaxy S23,Telangana,Punjab National Bank,18,0,0.293,0,CLEARED,""
TXN00000288,4062,Gas Station,OnePlus 11,Rajasthan,Punjab National Bank,5,1,0.332,0,CLEARED,""
TXN00000335,2291,Travel,iPhone 14,Gujarat,Axis Bank,12,0,0.247,0,CLEARED,""
TXN00000485,2779,Utility Bills,Vivo V27,Telangana,Union Bank,0,1,0.207,0,CLEARED,""
TXN00000521,4526,Retail,OnePlus 11,Kerala,Kotak Mahindra,4,1,0.147,0,CLEARED,""
TXN00000514,1116,Food & Dining,Samsung Galaxy S23,Rajasthan,HDFC Bank,1,1,0.035,0,CLEARED,""
TXN00000401,280,Travel,Vivo V27,Kerala,Union Bank,15,0,0.329,0,CLEARED,""
TXN00000525,2263,Travel,Google Pixel 7,Uttar Pradesh,Axis Bank,16,0,0.2,0,CLEARED,""
TXN00000529,3492,Healthcare,Oppo Reno 10,Kerala,Axis Bank,9,0,0.106,0,CLEARED,""
TXN00000207,2557,Gas Station,Oppo Reno 10,Telangana,HDFC Bank,15,0,0.115,0,CLEARED,""
TXN00000166,4431,Healthcare,Oppo Reno 10,West Bengal,Punjab National Bank,9,0,0.205,0,CLEARED,""
TXN00000325,4510,Travel,Samsung Galaxy S23,Kerala,Axis Bank,18,0,0.107,0,CLEARED,""
TXN00000390,2367,Entertainment,Redmi Note 12,West Bengal,Axis Bank,13,0,0.189,0,CLEARED,""
TXN00000147,840,Education,Google Pixel 7,Telangana,Axis Bank,20,0,0.115,0,CLEARED,""
TXN00000365,4208,Utility Bills,OnePlus 11,Rajasthan,Axis Bank,1,1,0.041,0,CLEARED,""
TXN00000457,3808,Healthcare,Redmi Note 12,Telangana,SBI,13,0,0.04,0,CLEARED,""
TXN00000005,5415,E-commerce,iPhone 14,Tamil Nadu,HDFC Bank,8,0,0.313,0,CLEARED,""
TXN00000621,5466,Healthcare,Samsung Galaxy S23,Uttar Pradesh,Union Bank,19,0,0.179,0,CLEARED,""
TXN00000269,5840,Healthcare,OnePlus 11,Kerala,Bank of Baroda,21,0,0.125,0,CLEARED,""
TXN00000419,3655,Retail,Oppo Reno 10,Karnataka,Bank of Baroda,21,0,0.215,0,CLEARED,""
TXN00000264,141,Retail,OnePlus 11,Telangana,Bank of Baroda,16,0,0.226,0,CLEARED,""
TXN00000449,14292,Healthcare,Google Pixel 7,Rajasthan,Axis Bank,13,0,0.305,0,CLEARED,""
TXN00000212,1844,Food & Dining,Google Pixel 7,Uttar Pradesh,Kotak Mahindra,22,1,0.296,0,CLEARED,""
TXN00000346,4466,Travel,Vivo V27,Gujarat,ICICI Bank,21,0,0.345,0,CLEARED,""
TXN00000232,4729,E-commerce,Google Pixel 7,Rajasthan,Punjab National Bank,10,0,0.15,0,CLEARED,""
TXN00000427,3332,Retail,iPhone 14,Maharashtra,Union Bank,21,0,0.038,0,CLEARED,""
TXN00000009,1975,Retail,iPhone 14,Rajasthan,Union Bank,12,0,0.143,0,CLEARED,""
TXN00000446,2900,Utility Bills,OnePlus 11,Delhi,Bank of Baroda,15,0,0.018,0,CLEARED,""
TXN00000225,3522,Food & Dining,Redmi Note 12,Telangana,SBI,21,0,0.02,0,CLEARED,""
TXN00000629,288751,Food & Dining,Vivo V27,Maharashtra,ICICI Bank,6,0,0.737,1,FLAGGED,"multiple_attempts"
TXN00000135,10328,Gas Station,Samsung Galaxy S23,Uttar Pradesh,SBI,15,0,0.055,0,CLEARED,""
TXN00000300,2473,Travel,Samsung Galaxy S23,Uttar Pradesh,Kotak Mahindra,6,0,0.18,0,CLEARED,""
TXN00000120,4995,Gas Station,OnePlus 11,Karnataka,Punjab National Bank,20,0,0.197,0,CLEARED,""
TXN00000164,1978,Entertainment,OnePlus 11,Telangana,Axis Bank,21,0,0.028,0,CLEARED,""
TXN00000258,1335,Entertainment,OnePlus 11,Delhi,Axis Bank,12,0,0.174,0,CLEARED,""
TXN00000506,3920,E-commerce,Samsung Galaxy S23,Karnataka,ICICI Bank,4,1,0.286,0,CLEARED,""
TXN00000355,402,E-commerce,Google Pixel 7,Karnataka,ICICI Bank,11,0,0.138,0,CLEARED,""
TXN00000625,3101,Utility Bills,Google Pixel 7,West Bengal,HDFC Bank,0,1,0.315,0,CLEARED,""
TXN00000257,2055,Gas Station,Redmi Note 12,West Bengal,Axis Bank,4,1,0.025,0,CLEARED,""
TXN00000032,4980,Retail,iPhone 14,Kerala,Punjab National Bank,15,0,0.287,0,CLEARED,""
TXN00000029,1168,Gas Station,Samsung Galaxy S23,Maharashtra,ICICI Bank,21,0,0.161,0,CLEARED,""
TXN00000552,1453,Healthcare,Google Pixel 7,Gujarat,Bank of Baroda,7,0,0.012,0,CLEARED,""
TXN00000138,6780,Entertainment,Redmi Note 12,Tamil Nadu,Bank of Baroda,16,0,0.238,0,CLEARED,""
TXN00000592,9593,Gas Station,Samsung Galaxy S23,Telangana,Union Bank,21,0,0.175,0,CLEARED,""
TXN00000077,8143,Entertainment,Oppo Reno 10,Maharashtra,Bank of Baroda,7,0,0.099,0,CLEARED,""
TXN00000469,7225,Entertainment,Samsung Galaxy S23,Maharashtra,ICICI Bank,18,0,0.226,0,CLEARED,""
TXN00000303,5540,Food & Dining,iPhone 14,Gujarat,ICICI Bank,8,0,0.053,0,CLEARED,""
TXN00000214,2619,Retail,Vivo V27,Delhi,SBI,11,0,0.254,0,CLEARED,""
TXN00000567,1427,Utility Bills,Samsung Galaxy S23,West Bengal,SBI,9,0,0.167,0,CLEARED,""
TXN00000615,879,Retail,iPhone 14,Karnataka,Union Bank,7,0,0.349,0,CLEARED,""
TXN00000497,4848,Utility Bills,Redmi Note 12,Gujarat,Kotak Mahindra,0,1,0.019,0,CLEARED,""
TXN00000606,4012,Food & Dining,Redmi Note 12,Maharashtra,HDFC Bank,1,1,0.213,0,CLEARED,""
TXN00000033,3253,Retail,Google Pixel 7,Maharashtra,SBI,21,0,0.126,0,CLEARED,""
TXN00000060,8549,Utility Bills,Oppo Reno 10,Delhi,Axis Bank,4,1,0.121,0,CLEARED,""
TXN00000544,3686,Food & Dining,Redmi Note 12,Telangana,HDFC Bank,1,1,0.252,0,CLEARED,""
TXN00000628,39,Gas Station,Google Pixel 7,Kerala,Axis Bank,15,0,0.762,1,FLAGGED,"geo_mismatch;new_device;account_age;merchant_risk"
TXN00000274,6701,Food & Dining,iPhone 14,Rajasthan,Kotak Mahindra,12,0,0.203,0,CLEARED,""
TXN00000441,530,E-commerce,Vivo V27,Maharashtra,Punjab National Bank,14,0,0.183,0,CLEARED,""
TXN00000175,424,Healthcare,Samsung Galaxy S23,Delhi,ICICI Bank,5,1,0.184,0,CLEARED,""
TXN00000358,1315,Utility Bills,Vivo V27,Telangana,Kotak Mahindra,16,0,0.312,0,CLEARED,""
TXN00000414,6454,Retail,Google Pixel 7,Delhi,Union Bank,16,0,0.193,0,CLEARED,""
TXN00000542,1678,E-commerce,Samsung Galaxy S23,Rajasthan,Union Bank,22,1,0.157,0,CLEARED,""
TXN00000086,3581,E-commerce,Samsung Galaxy S23,Telangana,Bank of Baroda,22,1,0.184,0,CLEARED,""
TXN00000596,1821,E-commerce,OnePlus 11,Karnataka,Bank of Baroda,21,0,0.026,0,CLEARED,""
TXN00000018,1130,E-commerce,iPhone 14,Gujarat,ICICI Bank,20,0,0.077,0,CLEARED,""
TXN00000613,4903,Gas Station,OnePlus 11,Tamil Nadu,Kotak Mahindra,6,0,0.201,0,CLEARED,""
TXN00000396,904,Food & Dining,Vivo V27,West Bengal,ICICI Bank,2,1,0.019,0,CLEARED,""
TXN00000234,6491,Travel,Oppo Reno 10,Gujarat,ICICI Bank,11,0,0.212,0,CLEARED,""
TXN00000438,5760,Education,Oppo Reno 10,Delhi,ICICI Bank,19,0,0.019,0,CLEARED,""
TXN00000575,1216,Travel,Redmi Note 12,Telangana,HDFC Bank,8,0,0.296,0,CLEARED,""
TXN00000381,8938,Gas Station,OnePlus 11,Karnataka,Kotak Mahindra,0,1,0.073,0,CLEARED,""
TXN00000292,1488,Gas Station,Google Pixel 7,Delhi,SBI,20,0,0.296,0,CLEARED,""
TXN00000465,6606,Healthcare,Oppo Reno 10,Maharashtra,HDFC Bank,6,0,0.056,0,CLEARED,""
TXN00000605,1600,Healthcare,Google Pixel 7,Rajasthan,Kotak Mahindra,23,1,0.247,0,CLEARED,""
TXN00000481,817,E-commerce,Vivo V27,Telangana,Punjab National Bank,10,0,0.108,0,CLEARED,""
TXN00000209,6120,Education,Vivo V27,Delhi,Bank of Baroda,3,1,0.137,0,CLEARED,""
TXN00000291,3921,Food & Dining,Samsung Galaxy S23,Maharashtra,Kotak Mahindra,11,0,0.044,0,CLEARED,""
TXN00000440,2238,Entertainment,Vivo V27,Uttar Pradesh,Kotak Mahindra,13,0,0.099,0,CLEARED,""
TXN00000247,2399,Healthcare,OnePlus 11,Gujarat,ICICI Bank,0,1,0.146,0,CLEARED,""
TXN00000021,5118,Utility Bills,Google Pixel 7,Karnataka,Punjab National Bank,2,1,0.167,0,CLEARED,""
TXN00000410,4367,Utility Bills,Redmi Note 12,Tamil Nadu,Kotak Mahindra,23,1,0.213,0,CLEARED,""
TXN00000205,6084,Food & Dining,Vivo V27,Karnataka,Axis Bank,21,0,0.235,0,CLEARED,""
TXN00000082,2132,Entertainment,iPhone 14,Uttar Pradesh,HDFC Bank,15,0,0.147,0,CLEARED,""
TXN00000405,3254,Retail,OnePlus 11,Rajasthan,HDFC Bank,6,0,0.119,0,CLEARED,""
TXN00000215,985,Food & Dining,Vivo V27,Telangana,Kotak Mahindra,14,0,0.204,0,CLEARED,""
TXN00000139,7585,Travel,OnePlus 11,Uttar Pradesh,Punjab National Bank,4,1,0.212,0,CLEARED,""
TXN00000020,7383,Travel,Redmi Note 12,Gujarat,Kotak Mahindra,23,1,0.266,0,CLEARED,""
TXN00000426,4898,Retail,OnePlus 11,Rajasthan,ICICI Bank,1,1,0.175,0,CLEARED,""
TXN00000268,7097,Retail,iPhone 14,Tamil Nadu,Axis Bank,14,0,0.013,0,CLEARED,""
TXN00000494,581,Retail,Vivo V27,Kerala,HDFC Bank,4,1,0.326,0,CLEARED,""
TXN00000413,7065,Food & Dining,Redmi Note 12,Tamil Nadu,ICICI Bank,4,1,0.119,0,CLEARED,""
TXN00000574,2177,Travel,iPhone 14,Telangana,SBI,16,0,0.174,0,CLEARED,""
TXN00000003,5337,Retail,Redmi Note 12,Karnataka,Kotak Mahindra,6,0,0.235,0,CLEARED,""
TXN00000127,11642,E-commerce,iPhone 14,Rajasthan,SBI,2,1,0.018,0,CLEARED,""
TXN00000223,3967,Food & Dining,Google Pixel 7,Kerala,ICICI Bank,4,1,0.14,0,CLEARED,""
TXN00000400,4254,Retail,OnePlus 11,Rajasthan,Axis Bank,22,1,0.106,0,CLEARED,""
TXN00000011,4543,Utility Bills,Oppo Reno 10,Telangana,Union Bank,21,0,0.139,0,CLEARED,""
TXN00000532,5507,Entertainment,Redmi Note 12,Uttar Pradesh,SBI,22,1,0.089,0,CLEARED,""
TXN00000593,3520,Healthcare,Samsung Galaxy S23,West Bengal,HDFC Bank,18,0,0.199,0,CLEARED,""
TXN00000310,2578,Gas Station,Redmi Note 12,Tamil Nadu,Axis Bank,9,0,0.153,0,CLEARED,""
TXN00000357,962,Retail,Samsung Galaxy S23,Gujarat,Punjab National Bank,15,0,0.333,0,CLEARED,""
TXN00000216,5055,Retail,Oppo Reno 10,Gujarat,Punjab National Bank,15,0,0.325,0,CLEARED,""
TXN00000030,6484,Education,Vivo V27,West Bengal,Axis Bank,13,0,0.116,0,CLEARED,""
TXN00000477,6916,Utility Bills,Google Pixel 7,West Bengal,Punjab National Bank,19,0,0.21,0,CLEARED,""
TXN00000361,6495,Education,Vivo V27,Gujarat,Bank of Baroda,15,0,0.289,0,CLEARED,""
TXN00000456,89,E-commerce,iPhone 14,Kerala,ICICI Bank,18,0,0.333,0,CLEARED,""
TXN00000498,5557,Food & Dining,iPhone 14,West Bengal,SBI,2,1,0.172,0,CLEARED,""
TXN00000622,3462,E-commerce,Samsung Galaxy S23,Maharashtra,SBI,22,1,0.347,0,CLEARED,""
TXN00000261,1714,Gas Station,Redmi Note 12,Delhi,Punjab National Bank,8,0,0.307,0,CLEARED,""
TXN00000130,2893,Education,Oppo Reno 10,Karnataka,Punjab National Bank,9,0,0.09,0,CLEARED,""
TXN00000614,1779,E-commerce,OnePlus 11,West Bengal,SBI,20,0,0.115,0,CLEARED,""
TXN00000564,5381,Healthcare,Vivo V27,Maharashtra,Punjab National Bank,22,1,0.337,0,CLEARED,""
TXN00000194,10133,Retail,OnePlus 11,Kerala,SBI,2,1,0.038,0,CLEARED,""
TXN00000351,3897,Retail,OnePlus 11,Gujarat,HDFC Bank,12,0,0.149,0,CLEARED,""
TXN00000617,8508,Utility Bills,Google Pixel 7,Uttar Pradesh,ICICI Bank,3,1,0.328,0,CLEARED,""
TXN00000620,421,Food & Dining,Redmi Note 12,Tamil Nadu,Punjab National Bank,4,1,0.331,0,CLEARED,""
TXN00000034,1188,Food & Dining,Vivo V27,West Bengal,Union Bank,16,0,0.186,0,CLEARED,""
TXN00000341,6231,Food & Dining,Oppo Reno 10,West Bengal,Punjab National Bank,1,1,0.279,0,CLEARED,""
TXN00000270,584,Retail,iPhone 14,Tamil Nadu,HDFC Bank,13,0,0.334,0,CLEARED,""
TXN00000252,6102,E-commerce,Samsung Galaxy S23,Gujarat,Bank of Baroda,12,0,0.258,0,CLEARED,""
TXN00000412,1366,Gas Station,OnePlus 11,Tamil Nadu,Axis Bank,13,0,0.031,0,CLEARED,""
TXN00000607,2933,Healthcare,iPhone 14,Rajasthan,ICICI Bank,7,0,0.253,0,CLEARED,""
TXN00000104,1238,Travel,Google Pixel 7,Uttar Pradesh,SBI,19,0,0.197,0,CLEARED,""
TXN00000192,6276,Utility Bills,iPhone 14,Uttar Pradesh,Union Bank,3,1,0.019,0,CLEARED,""
TXN00000539,4532,Healthcare,Google Pixel 7,Tamil Nadu,Axis Bank,14,0,0.194,0,CLEARED,""
TXN00000483,3593,Healthcare,OnePlus 11,Maharashtra,Axis Bank,12,0,0.279,0,CLEARED,""
TXN00000505,1964,Travel,iPhone 14,Rajasthan,HDFC Bank,12,0,0.288,0,CLEARED,""
TXN00000296,2840,Travel,Vivo V27,Uttar Pradesh,SBI,21,0,0.133,0,CLEARED,""
TXN00000488,2293,Healthcare,Google Pixel 7,Telangana,SBI,15,0,0.235,0,CLEARED,""
TXN00000178,857,Healthcare,OnePlus 11,Tamil Nadu,Union Bank,10,0,0.281,0,CLEARED,""
TXN00000479,5944,Healthcare,iPhone 14,Uttar Pradesh,Union Bank,17,0,0.126,0,CLEARED,""
TXN00000627,611,Healthcare,Oppo Reno 10,Karnataka,Bank of Baroda,21,0,0.165,0,CLEARED,""
TXN00000100,7241,Gas Station,iPhone 14,Kerala,SBI,9,0,0.304,0,CLEARED,""
TXN00000117,177,Food & Dining,Redmi Note 12,Karnataka,HDFC Bank,19,0,0.188,0,CLEARED,""
TXN00000099,4449,Healthcare,Samsung Galaxy S23,Rajasthan,HDFC Bank,16,0,0.22,0,CLEARED,""
TXN00000429,4925,Utility Bills,Google Pixel 7,Maharashtra,HDFC Bank,5,1,0.335,0,CLEARED,""
TXN00000204,2184,Healthcare,Google Pixel 7,West Bengal,Axis Bank,17,0,0.159,0,CLEARED,""
TXN00000530,3093,Entertainment,OnePlus 11,Tamil Nadu,Union Bank,21,0,0.064,0,CLEARED,""
TXN00000289,7669,Retail,Oppo Reno 10,Gujarat,Axis Bank,0,1,0.301,0,CLEARED,""
TXN00000025,3997,Healthcare,iPhone 14,Karnataka,Kotak Mahindra,3,1,0.135,0,CLEARED,""
TXN00000404,1075,Utility Bills,Redmi Note 12,Rajasthan,Bank of Baroda,16,0,0.171,0,CLEARED,""
TXN00000221,2925,Gas Station,iPhone 14,Rajasthan,HDFC Bank,14,0,0.328,0,CLEARED,""
TXN00000632,206147,Travel,Oppo Reno 10,Maharashtra,Union Bank,17,0,0.7,1,FLAGGED,"new_device"
TXN00000083,5944,Entertainment,Vivo V27,Telangana,Bank of Baroda,14,0,0.162,0,CLEARED,""
TXN00000328,5506,Healthcare,Vivo V27,Maharashtra,Punjab National Bank,23,1,0.092,0,CLEARED,""
TXN00000049,5370,Food & Dining,Vivo V27,Karnataka,Kotak Mahindra,13,0,0.288,0,CLEARED,""
TXN00000240,3986,Food & Dining,Samsung Galaxy S23,West Bengal,SBI,21,0,0.08,0,CLEARED,""
TXN00000277,4824,E-commerce,OnePlus 11,Delhi,Punjab National Bank,5,1,0.311,0,CLEARED,""
TXN00000246,2303,Education,iPhone 14,Telangana,SBI,15,0,0.1,0,CLEARED,""
TXN00000185,320,E-commerce,Google Pixel 7,Karnataka,HDFC Bank,10,0,0.339,0,CLEARED,""
TXN00000499,3887,Retail,Redmi Note 12,Uttar Pradesh,Union Bank,11,0,0.155,0,CLEARED,""
TXN00000035,4894,Travel,OnePlus 11,Kerala,Axis Bank,8,0,0.281,0,CLEARED,""
TXN00000403,6032,Retail,Redmi Note 12,Gujarat,Axis Bank,4,1,0.133,0,CLEARED,""
TXN00000489,1088,Entertainment,Redmi Note 12,Maharashtra,Bank of Baroda,1,1,0.341,0,CLEARED,""
TXN00000425,1524,Utility Bills,Oppo Reno 10,Gujarat,Kotak Mahindra,1,1,0.282,0,CLEARED,""
TXN00000085,1173,Retail,iPhone 14,Maharashtra,SBI,19,0,0.294,0,CLEARED,""
TXN00000141,11516,Travel,Vivo V27,West Bengal,SBI,6,0,0.027,0,CLEARED,""
TXN00000408,2311,Gas Station,Google Pixel 7,Rajasthan,HDFC Bank,2,1,0.15,0,CLEARED,""
TXN00000528,1791,Healthcare,iPhone 14,Uttar Pradesh,Axis Bank,14,0,0.163,0,CLEARED,""
TXN00000208,2832,Entertainment,Oppo Reno 10,Kerala,ICICI Bank,11,0,0.075,0,CLEARED,""
TXN00000103,376,E-commerce,OnePlus 11,Telangana,Union Bank,12,0,0.121,0,CLEARED,""
TXN00000323,4569,Education,Vivo V27,Maharashtra,Union Bank,1,1,0.202,0,CLEARED,""
TXN00000569,1177,Retail,Vivo V27,Maharashtra,Kotak Mahindra,10,0,0.207,0,CLEARED,""
TXN00000578,1971,Entertainment,OnePlus 11,West Bengal,SBI,17,0,0.021,0,CLEARED,""
TXN00000072,3719,Utility Bills,Vivo V27,Rajasthan,SBI,1,1,0.039,0,CLEARED,""
TXN00000476,1644,Healthcare,iPhone 14,Gujarat,Union Bank,3,1,0.275,0,CLEARED,""
TXN00000339,4282,Food & Dining,Google Pixel 7,Telangana,HDFC Bank,22,1,0.11,0,CLEARED,""
TXN00000136,2657,Gas Station,OnePlus 11,Gujarat,HDFC Bank,10,0,0.118,0,CLEARED,""
TXN00000571,900,Food & Dining,OnePlus 11,West Bengal,HDFC Bank,12,0,0.082,0,CLEARED,""
TXN00000611,3724,Utility Bills,iPhone 14,Tamil Nadu,Kotak Mahindra,18,0,0.249,0,CLEARED,""
TXN00000110,285,Healthcare,OnePlus 11,Rajasthan,Union Bank,20,0,0.12,0,CLEARED,""
TXN00000443,526,Utility Bills,OnePlus 11,West Bengal,Union Bank,20,0,0.323,0,CLEARED,""
TXN00000460,1860,Healthcare,OnePlus 11,Delhi,Axis Bank,6,0,0.217,0,CLEARED,""
TXN00000411,5210,Food & Dining,Redmi Note 12,Telangana,HDFC Bank,12,0,0.122,0,CLEARED,""
TXN00000595,743,Gas Station,Vivo V27,Telangana,HDFC Bank,8,0,0.261,0,CLEARED,""
TXN00000079,1284,Utility Bills,Google Pixel 7,Maharashtra,Kotak Mahindra,10,0,0.25,0,CLEARED,""
TXN00000467,3061,Retail,Samsung Galaxy S23,Kerala,ICICI Bank,14,0,0.294,0,CLEARED,""
TXN00000265,50,Gas Station,OnePlus 11,Maharashtra,Bank of Baroda,6,0,0.174,0,CLEARED,""
TXN00000545,3574,Healthcare,Samsung Galaxy S23,Maharashtra,Bank of Baroda,1,1,0.324,0,CLEARED,""
TXN00000309,4953,Gas Station,Redmi Note 12,West Bengal,Bank of Baroda,5,1,0.259,0,CLEARED,""
TXN00000540,7229,E-commerce,OnePlus 11,West Bengal,ICICI Bank,22,1,0.214,0,CLEARED,""
TXN00000563,6009,Utility Bills,OnePlus 11,West Bengal,ICICI Bank,4,1,0.235,0,CLEARED,""
TXN00000367,6598,Retail,Vivo V27,Delhi,HDFC Bank,20,0,0.298,0,CLEARED,""
TXN00000279,3754,Entertainment,Google Pixel 7,Delhi,Bank of Baroda,17,0,0.299,0,CLEARED,""
TXN00000004,1614,Entertainment,Vivo V27,Rajasthan,Kotak Mahindra,3,1,0.281,0,CLEARED,""
TXN00000026,2739,Utility Bills,Samsung Galaxy S23,Kerala,Axis Bank,23,1,0.102,0,CLEARED,""
TXN00000048,847,Healthcare,Google Pixel 7,Rajasthan,ICICI Bank,12,0,0.039,0,CLEARED,""
TXN00000556,1470,Gas Station,Oppo Reno 10,Tamil Nadu,Kotak Mahindra,17,0,0.339,0,CLEARED,""
TXN00000008,4755,Travel,Oppo Reno 10,Karnataka,HDFC Bank,18,0,0.145,0,CLEARED,""
TXN00000231,3866,Travel,Oppo Reno 10,Uttar Pradesh,Bank of Baroda,22,1,0.236,0,CLEARED,""
TXN00000189,213,Travel,Redmi Note 12,Kerala,Kotak Mahindra,20,0,0.338,0,CLEARED,""
TXN00000417,1601,E-commerce,iPhone 14,Delhi,Kotak Mahindra,6,0,0.019,0,CLEARED,""
TXN00000334,1397,Entertainment,Redmi Note 12,Uttar Pradesh,Bank of Baroda,5,1,0.298,0,CLEARED,""
TXN00000645,32,Gas Station,iPhone 14,Karnataka,HDFC Bank,11,0,0.852,1,BLOCKED,"velocity_breach;unusual_time;new_device;high_amount"
TXN00000436,3200,Food & Dining,iPhone 14,Karnataka,Axis Bank,8,0,0.323,0,CLEARED,""
TXN00000165,6744,Entertainment,Samsung Galaxy S23,Karnataka,Bank of Baroda,9,0,0.204,0,CLEARED,""
TXN00000226,2116,E-commerce,iPhone 14,Telangana,Bank of Baroda,19,0,0.258,0,CLEARED,""
TXN00000562,2732,Entertainment,Vivo V27,Delhi,Kotak Mahindra,5,1,0.064,0,CLEARED,""
TXN00000092,3107,Healthcare,OnePlus 11,Maharashtra,ICICI Bank,11,0,0.256,0,CLEARED,""
TXN00000450,4798,Entertainment,iPhone 14,Maharashtra,Bank of Baroda,2,1,0.334,0,CLEARED,""
TXN00000039,1172,Retail,Vivo V27,Maharashtra,Union Bank,15,0,0.21,0,CLEARED,""
TXN00000168,8676,Gas Station,Redmi Note 12,West Bengal,SBI,18,0,0.106,0,CLEARED,""
TXN00000182,7713,E-commerce,Google Pixel 7,Kerala,Union Bank,5,1,0.062,0,CLEARED,""
TXN00000507,2646,Food & Dining,Vivo V27,Delhi,HDFC Bank,19,0,0.32,0,CLEARED,""
TXN00000329,2839,Healthcare,Google Pixel 7,Gujarat,Axis Bank,13,0,0.346,0,CLEARED,""
TXN00000455,6859,E-commerce,OnePlus 11,Telangana,HDFC Bank,18,0,0.111,0,CLEARED,""
TXN00000633,58,E-commerce,iPhone 14,West Bengal,Axis Bank,21,0,0.691,1,FLAGGED,"high_amount;multiple_attempts;unusual_time"
TXN00000173,2766,E-commerce,Vivo V27,Gujarat,SBI,19,0,0.2,0,CLEARED,""
TXN00000244,4281,Retail,iPhone 14,Gujarat,ICICI Bank,13,0,0.306,0,CLEARED,""
TXN00000152,2976,Gas Station,Redmi Note 12,Kerala,Punjab National Bank,8,0,0.317,0,CLEARED,""
TXN00000315,2052,E-commerce,Google Pixel 7,West Bengal,Axis Bank,7,0,0.314,0,CLEARED,""
TXN00000311,3672,Retail,Vivo V27,Kerala,ICICI Bank,23,1,0.327,0,CLEARED,""
TXN00000105,5849,Education,Google Pixel 7,Maharashtra,Kotak Mahindra,7,0,0.176,0,CLEARED,""
